('4.0.6RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/KurentoHandler.java', 'OPENMEETINGS-1962', 'f2d91360b0dbaf1480126c98893c6fe7a96d1c48')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/Application.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.2RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPSScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/menu/RoomMenuPanel.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPTScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPTSScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/gui/ScreenSharerFrame.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.1RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/ScopeApplicationAdapter.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/Core.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPSScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.0', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.0', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPTScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.0', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPTSScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.0', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/gui/ScreenSharerFrame.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.0', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/Core.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.0', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPSScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.2.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.2.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPTScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.2.1RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPSScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.2.0RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.2.0RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPTScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.2.0RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPSScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.1.5RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.1.5RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPTScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.1.5RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPSScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.1.4RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.1.4RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPTScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.1.4RC1', 'openmeetings-screenshare/src/main/java/org/apache/openmeetings/screenshare/RTMPSScreenShare.java', 'OPENMEETINGS-1715', '2e4f591fce79b18276fd00f78cb3f08a45e89e23')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', '9bb9c36507af5fe122aef5ea27507d2a1cee8a51')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInPage.java', 'OPENMEETINGS-1717', '9bb9c36507af5fe122aef5ea27507d2a1cee8a51')
('3.3.2RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/installation/ImportInitvalues.java', 'OPENMEETINGS-1717', '9bb9c36507af5fe122aef5ea27507d2a1cee8a51')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', '9bb9c36507af5fe122aef5ea27507d2a1cee8a51')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInPage.java', 'OPENMEETINGS-1717', '9bb9c36507af5fe122aef5ea27507d2a1cee8a51')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', '9bb9c36507af5fe122aef5ea27507d2a1cee8a51')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInPage.java', 'OPENMEETINGS-1717', '9bb9c36507af5fe122aef5ea27507d2a1cee8a51')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/Application.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/ForgetPasswordDialog.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInPage.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/oauth/OAuthForm.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/ForgetPasswordDialog.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInPage.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/oauth/OAuthForm.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/ForgetPasswordDialog.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInPage.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/oauth/OAuthForm.java', 'OPENMEETINGS-1717', '91f600601f64bcf1006cb96ae876404b3f041f2a')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', '10e64c0474b6ab79f55033e52c369851516621d5')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', '10e64c0474b6ab79f55033e52c369851516621d5')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', '10e64c0474b6ab79f55033e52c369851516621d5')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', '39cbb3e35c9400d0cc1783bb4012f402193baffb')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', '39cbb3e35c9400d0cc1783bb4012f402193baffb')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', '39cbb3e35c9400d0cc1783bb4012f402193baffb')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', 'efc1d2b8149b9452886574b9a08e12763e694655')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInPage.java', 'OPENMEETINGS-1717', 'efc1d2b8149b9452886574b9a08e12763e694655')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', 'efc1d2b8149b9452886574b9a08e12763e694655')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInPage.java', 'OPENMEETINGS-1717', 'efc1d2b8149b9452886574b9a08e12763e694655')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInDialog.java', 'OPENMEETINGS-1717', 'efc1d2b8149b9452886574b9a08e12763e694655')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInPage.java', 'OPENMEETINGS-1717', 'efc1d2b8149b9452886574b9a08e12763e694655')
('4.0.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/RegisterDialog.java', 'OPENMEETINGS-1952', 'd81de6cee21b14c9718482d977427606b9a75be8')
('4.0.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/RegisterDialog.java', 'OPENMEETINGS-1952', 'd81de6cee21b14c9718482d977427606b9a75be8')
('4.0.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/users/UserForm.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.5RC1', 'openmeetings-service/src/main/java/org/apache/openmeetings/service/mail/EmailManager.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/UserManager.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.5RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/OpenmeetingsVariables.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.5RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dao/basic/ConfigurationDao.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.5RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/MobileService.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/RegisterDialog.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/users/UserForm.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.4RC1', 'openmeetings-service/src/main/java/org/apache/openmeetings/service/mail/EmailManager.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/UserManager.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/RegisterDialog.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.3', 'openmeetings-service/src/main/java/org/apache/openmeetings/service/mail/EmailManager.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.2', 'openmeetings-service/src/main/java/org/apache/openmeetings/service/mail/EmailManager.java', 'OPENMEETINGS-1952', '63000825aa62613c9cec08cae96aae0f6e8446bb')
('4.0.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/UserManager.java', 'OPENMEETINGS-1952', '74ee5f22a4f24ec17aa8c9d8aeb233c57af27434')
('4.0.5RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/auth/SignInPage.java', 'OPENMEETINGS-1952', '74ee5f22a4f24ec17aa8c9d8aeb233c57af27434')
('4.0.5RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dao/server/OAuth2Dao.java', 'OPENMEETINGS-1952', '74ee5f22a4f24ec17aa8c9d8aeb233c57af27434')
('4.0.5RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dao/basic/ConfigurationDao.java', 'OPENMEETINGS-1952', '74ee5f22a4f24ec17aa8c9d8aeb233c57af27434')
('4.0.5RC1', 'openmeetings-webservice/src/main/java/org/apache/openmeetings/webservice/UserWebService.java', 'OPENMEETINGS-1952', '74ee5f22a4f24ec17aa8c9d8aeb233c57af27434')
('4.0.5RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/remote/MobileService.java', 'OPENMEETINGS-1952', '74ee5f22a4f24ec17aa8c9d8aeb233c57af27434')
('4.0.5RC1', 'openmeetings-util/src/main/java/org/apache/openmeetings/util/OpenmeetingsVariables.java', 'OPENMEETINGS-1952', '74ee5f22a4f24ec17aa8c9d8aeb233c57af27434')
('4.0.4RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/UserManager.java', 'OPENMEETINGS-1952', '74ee5f22a4f24ec17aa8c9d8aeb233c57af27434')
('4.0.4RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dao/server/OAuth2Dao.java', 'OPENMEETINGS-1952', '74ee5f22a4f24ec17aa8c9d8aeb233c57af27434')
('4.0.3', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dao/server/OAuth2Dao.java', 'OPENMEETINGS-1952', '74ee5f22a4f24ec17aa8c9d8aeb233c57af27434')
('4.0.2', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dao/server/OAuth2Dao.java', 'OPENMEETINGS-1952', '74ee5f22a4f24ec17aa8c9d8aeb233c57af27434')
('4.0.0RC1', 'openmeetings-db/src/main/java/org/apache/openmeetings/db/dao/server/OAuth2Dao.java', 'OPENMEETINGS-1952', '74ee5f22a4f24ec17aa8c9d8aeb233c57af27434')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomPreviewResourceReference.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/record/JpgRecordingResourceReference.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.2RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.2RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/BaseConverter.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.2RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/RecordingConverter.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.2RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/InterviewConverter.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.2RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/FlvExplorerConverter.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/app/Application.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/wb/WbWebSocketHelper.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/record/JpgRecordingResourceReference.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.1RC1', 'openmeetings-install/src/main/java/org/apache/openmeetings/backup/BackupImport.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.1RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/BaseConverter.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.1RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/RecordingConverter.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.1RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/InterviewConverter.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.1RC1', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/FlvExplorerConverter.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/record/JpgRecordingResourceReference.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.0', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/BaseConverter.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.0', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/RecordingConverter.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.0', 'openmeetings-core/src/main/java/org/apache/openmeetings/core/converter/InterviewConverter.java', 'OPENMEETINGS-1710', 'd330858ea2406421142363d964519359a98b6c0a')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/data/DataViewContainer.java', 'OPENMEETINGS-1711', '9f8fb35409213109b8078e28f0f7cd3906aa4b2a')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/data/DataViewContainer.java', 'OPENMEETINGS-1711', '9f8fb35409213109b8078e28f0f7cd3906aa4b2a')
('3.3.0', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/data/DataViewContainer.java', 'OPENMEETINGS-1711', '9f8fb35409213109b8078e28f0f7cd3906aa4b2a')
('3.2.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/data/DataViewContainer.java', 'OPENMEETINGS-1711', '9f8fb35409213109b8078e28f0f7cd3906aa4b2a')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/menu/RoomMenuPanel.java', 'OPENMEETINGS-1712', 'a38d35a1121860e3205cb5c6c56f46a6de10fa3d')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/menu/RoomMenuPanel.java', 'OPENMEETINGS-1712', 'a38d35a1121860e3205cb5c6c56f46a6de10fa3d')
('3.3.2RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomPanel.java', 'OPENMEETINGS-1713', 'de5dd6a6a7b7cdffb652e5606840de8ed98df3cc')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/user/rooms/RoomListPanel.java', 'OPENMEETINGS-1703', '3e27864e1f9d5637f80a7cce868392379db43fdb')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/pages/HashPage.java', 'OPENMEETINGS-1703', '3e27864e1f9d5637f80a7cce868392379db43fdb')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/room/RoomPanel.java', 'OPENMEETINGS-1703', '3e27864e1f9d5637f80a7cce868392379db43fdb')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/common/UserPanel.java', 'OPENMEETINGS-1703', 'b4fe443df00ff600811fd7294f32ec6dd3287730')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/ldaps/LdapsPanel.java', 'OPENMEETINGS-1703', 'b4fe443df00ff600811fd7294f32ec6dd3287730')
('3.3.1RC1', 'openmeetings-web/src/main/java/org/apache/openmeetings/web/admin/rooms/RoomsPanel.java', 'OPENMEETINGS-1703', 'b4fe443df00ff600811fd7294f32ec6dd3287730')
