('karaf-4.2.2', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/ShellFactoryImpl.java', 'KARAF-6112', '9551dc2842f2467b965a6710a0c1ae223b3ccad3')
('karaf-2.2.9', 'shell/console/src/main/java/org/apache/karaf/shell/console/completer/CommandsCompleter.java', 'KARAF-3055', '100ab566b11b1ad2fc205e247a68715fdf05452b')
('karaf-2.2.8', 'shell/console/src/main/java/org/apache/karaf/shell/console/completer/CommandsCompleter.java', 'KARAF-3055', '100ab566b11b1ad2fc205e247a68715fdf05452b')
('karaf-2.3.8', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/CommandsCompleter.java', 'KARAF-3055', '429163352a05973a0a28b4f6e15f050e882df02a')
('karaf-2.3.6', 'client/src/main/java/org/apache/karaf/client/ClientConfig.java', 'KARAF-3054', '9e42abd3684dcaed0634dfb841e69eeefab334f7')
('karaf-2.3.5', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-3052', 'ac8f887c724a2f05bc2210248092afab9fd50b1d')
('karaf-2.3.4', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-3052', 'ac8f887c724a2f05bc2210248092afab9fd50b1d')
('karaf-3.0.0', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-3052', 'ac8f887c724a2f05bc2210248092afab9fd50b1d')
('karaf-2.2.0', 'shell/log/src/main/java/org/apache/karaf/shell/log/DisplayLog.java', 'KARAF-546', 'd9ecb3dc1861d21871a6472afbf600ea8e83e505')
('karaf-4.2.5', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/CommandsCompleter.java', 'KARAF-6143', '21727c3379c6654569e4708ba76d8e049438d950')
('karaf-4.2.4', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/CommandsCompleter.java', 'KARAF-6143', '21727c3379c6654569e4708ba76d8e049438d950')
('karaf-4.2.3', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/CommandsCompleter.java', 'KARAF-6143', '21727c3379c6654569e4708ba76d8e049438d950')
('karaf-4.2.2', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/CommandsCompleter.java', 'KARAF-6143', '21727c3379c6654569e4708ba76d8e049438d950')
('karaf-4.2.1', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/CommandsCompleter.java', 'KARAF-6143', '21727c3379c6654569e4708ba76d8e049438d950')
('karaf-4.2.0', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/CommandsCompleter.java', 'KARAF-6143', '21727c3379c6654569e4708ba76d8e049438d950')
('karaf-4.2.0.M2', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/CommandsCompleter.java', 'KARAF-6143', '21727c3379c6654569e4708ba76d8e049438d950')
('karaf-4.2.2', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.2.2', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Id.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.7', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.7', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Id.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.2.1', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.2.1', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Id.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.6', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.6', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Id.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.2.0', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.2.0', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Id.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.5', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.5', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Id.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.2.0.M2', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.2.0.M2', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Id.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.4', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.4', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Id.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.2.0.M1', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.2.0.M1', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Id.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.3', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.3', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Id.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.0.10', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.2', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.2', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Id.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.0.9', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.1', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.1', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Id.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.1.0', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.0.8', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.0.7', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.0.6', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.0.5', 'bundle/core/src/main/java/org/apache/karaf/bundle/command/Status.java', 'KARAF-6144', '7619bc07aeeaea0e7c0ec497351c05f5826f916f')
('karaf-4.0.9', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/SimpleDownloadTask.java', 'KARAF-5229', '4f6af4eaa2d7efa13461b19343525d90c5965cba')
('karaf-4.1.1', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/SimpleDownloadTask.java', 'KARAF-5229', '4f6af4eaa2d7efa13461b19343525d90c5965cba')
('karaf-4.1.0', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/SimpleDownloadTask.java', 'KARAF-5229', '4f6af4eaa2d7efa13461b19343525d90c5965cba')
('karaf-4.0.8', 'features/core/src/main/java/org/apache/karaf/features/internal/download/impl/SimpleDownloadTask.java', 'KARAF-5229', '4f6af4eaa2d7efa13461b19343525d90c5965cba')
('karaf-4.0.9', 'profile/src/main/java/org/apache/karaf/profile/assembly/Builder.java', 'KARAF-5221', '818ab2ca36662e3ef05cd42be73058bae2b4879d')
('karaf-3.0.8', 'shell/core/src/main/java/org/apache/karaf/shell/support/completers/FileCompleter.java', 'KARAF-4372', 'cf07bccd25067a9804c6a8870176f5f57ea842ac')
('karaf-3.0.8', 'shell/core/src/main/java/org/apache/karaf/shell/api/console/Completer.java', 'KARAF-4372', 'cf07bccd25067a9804c6a8870176f5f57ea842ac')
('karaf-3.0.8', 'shell/core/src/main/java/org/apache/karaf/shell/api/console/Candidate.java', 'KARAF-4372', 'cf07bccd25067a9804c6a8870176f5f57ea842ac')
('karaf-3.0.8', 'shell/core/src/main/java/org/apache/karaf/shell/support/completers/UriCompleter.java', 'KARAF-4372', 'cf07bccd25067a9804c6a8870176f5f57ea842ac')
('karaf-2.2.0', 'features/core/src/main/java/org/apache/karaf/features/internal/FeaturesServiceImpl.java', 'KARAF-557', 'a9d6558934a83c41c666836a8c1a2cca10ca7204')
('karaf-2.2.0', 'features/core/src/main/java/org/apache/karaf/features/internal/FeaturesServiceImpl.java', 'KARAF-558', '4ff7112a97f360037898a79abb3a98a2b24e4442')
('karaf-2.2.0', 'admin/core/src/main/java/org/apache/karaf/admin/internal/AdminServiceImpl.java', 'KARAF-559', '83adc98a500ce8317ce3f5a6fe627ac7d3ac5cba')
('karaf-4.1.2', 'config/src/main/java/org/apache/karaf/config/core/impl/ConfigRepositoryImpl.java', 'KARAF-5298', 'ae930b3922d5db7b383ffc217386c93716bfa9e8')
('karaf-4.1.1', 'config/src/main/java/org/apache/karaf/config/core/impl/ConfigRepositoryImpl.java', 'KARAF-5298', 'ae930b3922d5db7b383ffc217386c93716bfa9e8')
('karaf-4.1.0', 'config/src/main/java/org/apache/karaf/config/core/impl/ConfigRepositoryImpl.java', 'KARAF-5298', 'ae930b3922d5db7b383ffc217386c93716bfa9e8')
('karaf-2.2.0', 'tooling/features-maven-plugin/src/main/java/org/apache/karaf/tooling/features/ValidateFeaturesMojo.java', 'KARAF-528', '7d347776cee9229781884f3704bbff40fcb99816')
('karaf-2.2.0', 'tooling/features-maven-plugin/src/main/java/org/apache/karaf/tooling/features/FeatureURLHandler.java', 'KARAF-528', '7d347776cee9229781884f3704bbff40fcb99816')
('karaf-2.2.0', 'tooling/features-maven-plugin/src/main/java/org/apache/karaf/tooling/features/CustomBundleURLStreamHandlerFactory.java', 'KARAF-528', '7d347776cee9229781884f3704bbff40fcb99816')
('karaf-2.1.4', 'tooling/features-maven-plugin/src/main/java/org/apache/karaf/tooling/features/CustomBundleURLStreamHandlerFactory.java', 'KARAF-528', '7d347776cee9229781884f3704bbff40fcb99816')
('karaf-2.1.3', 'tooling/features-maven-plugin/src/main/java/org/apache/karaf/tooling/features/CustomBundleURLStreamHandlerFactory.java', 'KARAF-528', '7d347776cee9229781884f3704bbff40fcb99816')
('karaf-2.1.2', 'tooling/features-maven-plugin/src/main/java/org/apache/karaf/tooling/features/CustomBundleURLStreamHandlerFactory.java', 'KARAF-528', '7d347776cee9229781884f3704bbff40fcb99816')
('karaf-2.1.1', 'tooling/features-maven-plugin/src/main/java/org/apache/karaf/tooling/features/CustomBundleURLStreamHandlerFactory.java', 'KARAF-528', '7d347776cee9229781884f3704bbff40fcb99816')
('karaf-2.2.0', 'main/src/main/java/org/apache/karaf/main/Main.java', 'KARAF-525', '713c32a851bd56bf3597ab9dea929441043565c9')
('karaf-2.2.0', 'main/src/main/java/org/apache/karaf/main/Main.java', 'KARAF-534', '55ffcaedd4f36a0d4e0b9e189c0195ea98574c99')
('karaf-2.2.7', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-536', 'e1159bb85d99da6a247ca53e6101bbb0b50399ae')
('karaf-2.2.6', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-536', 'e1159bb85d99da6a247ca53e6101bbb0b50399ae')
('karaf-2.2.5', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-536', 'e1159bb85d99da6a247ca53e6101bbb0b50399ae')
('karaf-2.2.4', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-536', 'e1159bb85d99da6a247ca53e6101bbb0b50399ae')
('karaf-2.2.3', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-536', 'e1159bb85d99da6a247ca53e6101bbb0b50399ae')
('karaf-2.2.2', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-536', 'e1159bb85d99da6a247ca53e6101bbb0b50399ae')
('karaf-2.2.1', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-536', 'e1159bb85d99da6a247ca53e6101bbb0b50399ae')
('karaf-2.1.5', 'admin/command/src/main/java/org/apache/karaf/admin/main/Execute.java', 'KARAF-537', '63d80aed8f5fb323dd2a36eb52799e430d4f6aab')
('karaf-2.1.4', 'admin/command/src/main/java/org/apache/karaf/admin/main/Execute.java', 'KARAF-537', '63d80aed8f5fb323dd2a36eb52799e430d4f6aab')
('karaf-2.1.3', 'admin/command/src/main/java/org/apache/karaf/admin/main/Execute.java', 'KARAF-537', '63d80aed8f5fb323dd2a36eb52799e430d4f6aab')
('karaf-2.1.2', 'admin/command/src/main/java/org/apache/karaf/admin/main/Execute.java', 'KARAF-537', '63d80aed8f5fb323dd2a36eb52799e430d4f6aab')
('karaf-2.1.1', 'admin/command/src/main/java/org/apache/karaf/admin/main/Execute.java', 'KARAF-537', '63d80aed8f5fb323dd2a36eb52799e430d4f6aab')
('karaf-2.1.0', 'admin/command/src/main/java/org/apache/karaf/admin/main/Execute.java', 'KARAF-537', '63d80aed8f5fb323dd2a36eb52799e430d4f6aab')
('karaf-2.0.0', 'admin/command/src/main/java/org/apache/karaf/admin/main/Execute.java', 'KARAF-537', '63d80aed8f5fb323dd2a36eb52799e430d4f6aab')
('karaf-2.2.0', 'shell/config/src/main/java/org/apache/karaf/shell/config/UpdateCommand.java', 'KARAF-509', '2d34c665a1bdda56e181bd36c67a677acb6d7e51')
('karaf-2.2.0', 'shell/config/src/main/java/org/apache/karaf/shell/config/completers/ConfigurationCompleter.java', 'KARAF-507', '0d2ec9fb3242a1c0829370ef19911f53827ebd95')
('karaf-2.1.4', 'shell/config/src/main/java/org/apache/karaf/shell/config/completers/ConfigurationCompleter.java', 'KARAF-507', '0d2ec9fb3242a1c0829370ef19911f53827ebd95')
('karaf-2.1.3', 'shell/config/src/main/java/org/apache/karaf/shell/config/completers/ConfigurationCompleter.java', 'KARAF-507', '0d2ec9fb3242a1c0829370ef19911f53827ebd95')
('karaf-2.1.2', 'shell/config/src/main/java/org/apache/karaf/shell/config/completers/ConfigurationCompleter.java', 'KARAF-507', '0d2ec9fb3242a1c0829370ef19911f53827ebd95')
('karaf-2.1.1', 'shell/config/src/main/java/org/apache/karaf/shell/config/completers/ConfigurationCompleter.java', 'KARAF-507', '0d2ec9fb3242a1c0829370ef19911f53827ebd95')
('karaf-2.1.0', 'shell/config/src/main/java/org/apache/karaf/shell/config/completers/ConfigurationCompleter.java', 'KARAF-507', '0d2ec9fb3242a1c0829370ef19911f53827ebd95')
('karaf-2.0.0', 'shell/config/src/main/java/org/apache/karaf/shell/config/completers/ConfigurationCompleter.java', 'KARAF-507', '0d2ec9fb3242a1c0829370ef19911f53827ebd95')
('karaf-2.2.0', 'shell/config/src/main/java/org/apache/karaf/shell/config/EditCommand.java', 'KARAF-508', 'b4b0082d4bb94ee0978fb378c3ecedb25e340ccb')
('karaf-2.2.0', 'shell/config/src/main/java/org/apache/karaf/shell/config/UpdateCommand.java', 'KARAF-508', 'b4b0082d4bb94ee0978fb378c3ecedb25e340ccb')
('karaf-4.0.9', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/ConsoleSessionImpl.java', 'KARAF-5279', 'f9e5308f3cfe50453bdab321f405b253da330990')
('karaf-4.0.8', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/ConsoleSessionImpl.java', 'KARAF-5279', 'f9e5308f3cfe50453bdab321f405b253da330990')
('karaf-4.0.7', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/ConsoleSessionImpl.java', 'KARAF-5279', 'f9e5308f3cfe50453bdab321f405b253da330990')
('karaf-4.0.6', 'shell/core/src/main/java/org/apache/karaf/shell/impl/console/ConsoleSessionImpl.java', 'KARAF-5279', 'f9e5308f3cfe50453bdab321f405b253da330990')
('karaf-2.2.4', 'main/src/main/java/org/apache/karaf/main/util/Utils.java', 'KARAF-982', 'a4ca1d92dc9b3bed27bf271ef28f94eb944de6af')
('karaf-2.2.4', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-985', 'ab068a296c71f305efa56b847e8025e99b69c32e')
('karaf-2.2.3', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-985', 'ab068a296c71f305efa56b847e8025e99b69c32e')
('karaf-2.2.2', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-985', 'ab068a296c71f305efa56b847e8025e99b69c32e')
('karaf-2.2.1', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-985', 'ab068a296c71f305efa56b847e8025e99b69c32e')
('karaf-2.2.4', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-985', 'e160dcc9244029a255132906dc83ffe45cb47ee6')
('karaf-2.2.3', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-985', 'e160dcc9244029a255132906dc83ffe45cb47ee6')
('karaf-2.2.2', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-985', 'e160dcc9244029a255132906dc83ffe45cb47ee6')
('karaf-2.2.1', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/ldap/LDAPLoginModule.java', 'KARAF-985', 'e160dcc9244029a255132906dc83ffe45cb47ee6')
('karaf-4.0.9', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-4.0.8', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-4.0.7', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-4.0.6', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-3.0.8', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-3.0.7', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-4.0.5', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-3.0.6', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-4.0.4', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-4.0.3', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-4.0.2', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-3.0.5', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-4.0.1', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-3.0.4', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-4.0.0', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-4.0.0.M3', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-4.0.0.M2', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-3.0.3', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-4.0.0.M1', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-3.0.2', 'main/src/main/java/org/apache/karaf/main/lock/GenericJDBCLock.java', 'KARAF-5271', 'a7a627467981433512149b3658145bccbac0c80e')
('karaf-2.2.0', 'shell/config/src/main/java/org/apache/karaf/shell/config/ConfigCommandSupport.java', 'KARAF-506', '3bab758491c674e56536b1e90ecbd01e15c481d5')
('karaf-2.2.0', 'shell/config/src/main/java/org/apache/karaf/shell/config/EditCommand.java', 'KARAF-506', '3bab758491c674e56536b1e90ecbd01e15c481d5')
('karaf-2.1.4', 'shell/config/src/main/java/org/apache/karaf/shell/config/ConfigCommandSupport.java', 'KARAF-506', '3bab758491c674e56536b1e90ecbd01e15c481d5')
('karaf-2.1.3', 'shell/config/src/main/java/org/apache/karaf/shell/config/ConfigCommandSupport.java', 'KARAF-506', '3bab758491c674e56536b1e90ecbd01e15c481d5')
('karaf-2.1.2', 'shell/config/src/main/java/org/apache/karaf/shell/config/ConfigCommandSupport.java', 'KARAF-506', '3bab758491c674e56536b1e90ecbd01e15c481d5')
('karaf-2.1.1', 'shell/config/src/main/java/org/apache/karaf/shell/config/ConfigCommandSupport.java', 'KARAF-506', '3bab758491c674e56536b1e90ecbd01e15c481d5')
('karaf-2.1.0', 'shell/config/src/main/java/org/apache/karaf/shell/config/ConfigCommandSupport.java', 'KARAF-506', '3bab758491c674e56536b1e90ecbd01e15c481d5')
