('wicket-6.12.0', 'wicket-core/src/main/java/org/apache/wicket/core/util/string/ComponentRenderer.java', 'WICKET-5422', '166dc90280fa506699cbca2a0e1f70cce13c9022')
('releasewicket-1.5.6', 'wicket-core/src/main/java/org/apache/wicket/pageStore/PageWindowManager.java', 'WICKET-4572', 'dfc566742e48f666efe24592c01d688cb0922e5d')
('releasewicket-6.0.0-beta1', 'wicket-core/src/main/java/org/apache/wicket/pageStore/PageWindowManager.java', 'WICKET-4572', 'dfc566742e48f666efe24592c01d688cb0922e5d')
('wicket-1.5.5', 'wicket-core/src/main/java/org/apache/wicket/pageStore/PageWindowManager.java', 'WICKET-4572', 'dfc566742e48f666efe24592c01d688cb0922e5d')
('wicket-1.5.4', 'wicket-core/src/main/java/org/apache/wicket/pageStore/PageWindowManager.java', 'WICKET-4572', 'dfc566742e48f666efe24592c01d688cb0922e5d')
('wicket-1.5.3', 'wicket-core/src/main/java/org/apache/wicket/pageStore/PageWindowManager.java', 'WICKET-4572', 'dfc566742e48f666efe24592c01d688cb0922e5d')
('wicket-1.5.2', 'wicket-core/src/main/java/org/apache/wicket/pageStore/PageWindowManager.java', 'WICKET-4572', 'dfc566742e48f666efe24592c01d688cb0922e5d')
('wicket-1.5.1', 'wicket-core/src/main/java/org/apache/wicket/pageStore/PageWindowManager.java', 'WICKET-4572', 'dfc566742e48f666efe24592c01d688cb0922e5d')
('wicket-1.5.0', 'wicket-core/src/main/java/org/apache/wicket/pageStore/PageWindowManager.java', 'WICKET-4572', 'dfc566742e48f666efe24592c01d688cb0922e5d')
('wicket-1.5-RC7', 'wicket-core/src/main/java/org/apache/wicket/pageStore/PageWindowManager.java', 'WICKET-4572', 'dfc566742e48f666efe24592c01d688cb0922e5d')
('wicket-1.5-RC6', 'wicket-core/src/main/java/org/apache/wicket/pageStore/PageWindowManager.java', 'WICKET-4572', 'dfc566742e48f666efe24592c01d688cb0922e5d')
('wicket-1.4.0', 'wicket/src/main/java/org/apache/wicket/markup/html/form/FormComponent.java', 'WICKET-2397', '71af1f4308c1f23c005540406991bd0e685cc02d')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/protocol/http/WicketFilter.java', 'WICKET-760', '5146fb55b0e7c36688550ce41e4ebba7bad90604')
('wicket-6.12.0', 'wicket-core/src/main/java/org/apache/wicket/Page.java', 'WICKET-5426', 'fb45a781c24f17d7a44658061c4f17e95c4cd1ef')
('wicket-6.11.0', 'wicket-core/src/main/java/org/apache/wicket/Page.java', 'WICKET-5426', 'fb45a781c24f17d7a44658061c4f17e95c4cd1ef')
('wicket-6.10.0', 'wicket-core/src/main/java/org/apache/wicket/Page.java', 'WICKET-5426', 'fb45a781c24f17d7a44658061c4f17e95c4cd1ef')
('wicket-6.9.1', 'wicket-core/src/main/java/org/apache/wicket/Page.java', 'WICKET-5426', 'fb45a781c24f17d7a44658061c4f17e95c4cd1ef')
('wicket-6.9.0', 'wicket-core/src/main/java/org/apache/wicket/Page.java', 'WICKET-5426', 'fb45a781c24f17d7a44658061c4f17e95c4cd1ef')
('wicket-6.8.0', 'wicket-core/src/main/java/org/apache/wicket/Page.java', 'WICKET-5426', 'fb45a781c24f17d7a44658061c4f17e95c4cd1ef')
('wicket-6.12.0', 'wicket-core/src/main/java/org/apache/wicket/request/handler/render/WebPageRenderer.java', 'WICKET-5426', '6f9821b81e2afeedebbe66496b85009c0c62f74c')
('wicket-6.11.0', 'wicket-core/src/main/java/org/apache/wicket/request/handler/render/WebPageRenderer.java', 'WICKET-5426', '6f9821b81e2afeedebbe66496b85009c0c62f74c')
('wicket-6.10.0', 'wicket-core/src/main/java/org/apache/wicket/request/handler/render/WebPageRenderer.java', 'WICKET-5426', '6f9821b81e2afeedebbe66496b85009c0c62f74c')
('wicket-6.0.0-beta2', 'wicket-core/src/main/java/org/apache/wicket/Component.java', 'WICKET-4578', 'c66cf607324eceac00018edcce45c78b9d60c5fa')
('wicket-6.8.0', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', 'b5d53c526003863598dfdc0173ff9d8d65282565')
('wicket-6.7.0', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', 'b5d53c526003863598dfdc0173ff9d8d65282565')
('wicket-6.6.0', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', 'b5d53c526003863598dfdc0173ff9d8d65282565')
('wicket-6.5.0', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', 'b5d53c526003863598dfdc0173ff9d8d65282565')
('wicket-6.4.0', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', 'b5d53c526003863598dfdc0173ff9d8d65282565')
('wicket-6.3.0', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', 'b5d53c526003863598dfdc0173ff9d8d65282565')
('wicket-6.2.0', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', 'b5d53c526003863598dfdc0173ff9d8d65282565')
('wicket-6.1.1', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', 'b5d53c526003863598dfdc0173ff9d8d65282565')
('wicket-6.1.0', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', 'b5d53c526003863598dfdc0173ff9d8d65282565')
('wicket-6.0.0', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', 'b5d53c526003863598dfdc0173ff9d8d65282565')
('wicket-6.0.0-beta3', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', 'b5d53c526003863598dfdc0173ff9d8d65282565')
('wicket-6.0.0-beta2', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', '02f5b9bf6e50c4e2a43041b2974e79c0d44ff371')
('releasewicket-6.0.0-beta1', 'wicket-core/src/main/java/org/apache/wicket/util/template/PackageTextTemplate.java', 'WICKET-4579', '02f5b9bf6e50c4e2a43041b2974e79c0d44ff371')
('wicket-6.12.0', 'wicket-core/src/main/java/org/apache/wicket/util/tester/BaseWicketTester.java', 'WICKET-5424', 'fed607f62de2c6635d4c04045c2f4d9cb24add25')
('wicket-6.12.0', 'wicket-core/src/main/java/org/apache/wicket/markup/head/ResourceAggregator.java', 'WICKET-5429', '46d768cc2def47c358248bfc7d0afc0b54f36412')
('wicket-6.12.0', 'wicket-core/src/main/java/org/apache/wicket/protocol/http/WebApplication.java', 'WICKET-5429', '46d768cc2def47c358248bfc7d0afc0b54f36412')
('wicket-6.11.0', 'wicket-core/src/main/java/org/apache/wicket/protocol/http/WebApplication.java', 'WICKET-5429', '46d768cc2def47c358248bfc7d0afc0b54f36412')
('wicket-6.10.0', 'wicket-core/src/main/java/org/apache/wicket/protocol/http/WebApplication.java', 'WICKET-5429', '46d768cc2def47c358248bfc7d0afc0b54f36412')
('wicket-6.9.1', 'wicket-core/src/main/java/org/apache/wicket/protocol/http/WebApplication.java', 'WICKET-5429', '46d768cc2def47c358248bfc7d0afc0b54f36412')
('wicket-6.9.0', 'wicket-core/src/main/java/org/apache/wicket/protocol/http/WebApplication.java', 'WICKET-5429', '46d768cc2def47c358248bfc7d0afc0b54f36412')
('wicket-6.8.0', 'wicket-core/src/main/java/org/apache/wicket/protocol/http/WebApplication.java', 'WICKET-5429', '46d768cc2def47c358248bfc7d0afc0b54f36412')
('wicket-6.7.0', 'wicket-core/src/main/java/org/apache/wicket/protocol/http/WebApplication.java', 'WICKET-5429', '46d768cc2def47c358248bfc7d0afc0b54f36412')
('wicket-6.6.0', 'wicket-core/src/main/java/org/apache/wicket/protocol/http/WebApplication.java', 'WICKET-5429', '46d768cc2def47c358248bfc7d0afc0b54f36412')
('wicket-6.5.0', 'wicket-core/src/main/java/org/apache/wicket/protocol/http/WebApplication.java', 'WICKET-5429', '46d768cc2def47c358248bfc7d0afc0b54f36412')
('wicket-6.4.0', 'wicket-core/src/main/java/org/apache/wicket/protocol/http/WebApplication.java', 'WICKET-5429', '46d768cc2def47c358248bfc7d0afc0b54f36412')
('wicket-6.3.0', 'wicket-core/src/main/java/org/apache/wicket/protocol/http/WebApplication.java', 'WICKET-5429', '46d768cc2def47c358248bfc7d0afc0b54f36412')
('wicket-1.4.14', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.14', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.13', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.13', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.11', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.11', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.10', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.10', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.9', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.9', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.8', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.8', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.7', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.7', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.6', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.6', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.5', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.4', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.3', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.2', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.0', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4-rc5', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4-rc4', 'wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java', 'WICKET-3249', 'dab5de04998806c3312db2b3ab71da3e2fd51e06')
('wicket-1.4.14', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.5-M3', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4.13', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.5-M2.1', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4.11', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.5-M1', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4.10', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4.9', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4.8', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4.7', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4.6', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4.5', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4.4', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4.3', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4.2', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4.0', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4-rc5', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4-rc4', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4-rc2', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4-rc1', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.4-m3', 'wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java', 'WICKET-3249', '7f811bd5436bc3d63c06a87ffa0835ccbc51317a')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/AbstractRequestTargetUrlCodingStrategy.java', 'WICKET-765', 'c248281be862a8bd1e0e32ded0c5a91fd60a387d')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/MixedParamUrlCodingStrategy.java', 'WICKET-765', 'c248281be862a8bd1e0e32ded0c5a91fd60a387d')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/basic/URIRequestTargetUrlCodingStrategy.java', 'WICKET-765', 'c248281be862a8bd1e0e32ded0c5a91fd60a387d')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/PackageRequestTargetUrlCodingStrategy.java', 'WICKET-765', 'c248281be862a8bd1e0e32ded0c5a91fd60a387d')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/QueryStringUrlCodingStrategy.java', 'WICKET-765', 'c248281be862a8bd1e0e32ded0c5a91fd60a387d')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/IndexedParamUrlCodingStrategy.java', 'WICKET-765', 'c248281be862a8bd1e0e32ded0c5a91fd60a387d')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/protocol/http/request/WebRequestCodingStrategy.java', 'WICKET-765', '38ed1eb7be125822078ef7443089dce2ba2a0cf3')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/basic/URIRequestTargetUrlCodingStrategy.java', 'WICKET-765', '38ed1eb7be125822078ef7443089dce2ba2a0cf3')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/BookmarkablePageRequestTargetUrlCodingStrategy.java', 'WICKET-765', '38ed1eb7be125822078ef7443089dce2ba2a0cf3')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/AbstractRequestTargetUrlCodingStrategy.java', 'WICKET-765', '38ed1eb7be125822078ef7443089dce2ba2a0cf3')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/RequestParameters.java', 'WICKET-765', '38ed1eb7be125822078ef7443089dce2ba2a0cf3')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/PageMap.java', 'WICKET-765', '38ed1eb7be125822078ef7443089dce2ba2a0cf3')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/PackageRequestTargetUrlCodingStrategy.java', 'WICKET-765', '38ed1eb7be125822078ef7443089dce2ba2a0cf3')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/request/target/coding/IndexedParamUrlCodingStrategy.java', 'WICKET-765', '38ed1eb7be125822078ef7443089dce2ba2a0cf3')
('wicket-1.3.0-beta2', 'jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/breadcrumb/BreadCrumbBar.java', 'WICKET-763', 'fcd1da2f96c097bd971a6911792128eaa8334b81')
('wicket-6.8.0', 'wicket-core/src/main/java/org/apache/wicket/util/tester/WicketTesterHelper.java', 'WICKET-4585', '0c412482dfba45570fe7b7b0116383e59b3245f6')
('wicket-6.8.0', 'wicket-core/src/main/java/org/apache/wicket/util/tester/BaseWicketTester.java', 'WICKET-4585', '0c412482dfba45570fe7b7b0116383e59b3245f6')
('wicket-6.8.0', 'wicket-core/src/main/java/org/apache/wicket/util/tester/WicketTester.java', 'WICKET-4585', '0c412482dfba45570fe7b7b0116383e59b3245f6')
('wicket-6.7.0', 'wicket-core/src/main/java/org/apache/wicket/util/tester/WicketTesterHelper.java', 'WICKET-4585', '0c412482dfba45570fe7b7b0116383e59b3245f6')
('wicket-6.6.0', 'wicket-core/src/main/java/org/apache/wicket/util/tester/WicketTesterHelper.java', 'WICKET-4585', '0c412482dfba45570fe7b7b0116383e59b3245f6')
('wicket-6.5.0', 'wicket-core/src/main/java/org/apache/wicket/util/tester/WicketTesterHelper.java', 'WICKET-4585', '0c412482dfba45570fe7b7b0116383e59b3245f6')
('wicket-6.4.0', 'wicket-core/src/main/java/org/apache/wicket/util/tester/WicketTesterHelper.java', 'WICKET-4585', '0c412482dfba45570fe7b7b0116383e59b3245f6')
('wicket-6.3.0', 'wicket-core/src/main/java/org/apache/wicket/util/tester/WicketTesterHelper.java', 'WICKET-4585', '0c412482dfba45570fe7b7b0116383e59b3245f6')
('wicket-1.3.0-beta4', 'jdk-1.4/wicket/src/main/java/org/apache/wicket/markup/html/image/resource/LocalizedImageResource.java', 'WICKET-1075', '8aba1329fea76b330778a02997d0ede4d2beb462')
('wicket-1.5.1', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/AutoLabelTextResolver.java', 'WICKET-4102', 'e743fd7eed874ee68309611aaf8b3dc00ca01bc7')
('wicket-1.5.0', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/AutoLabelTextResolver.java', 'WICKET-4102', 'e743fd7eed874ee68309611aaf8b3dc00ca01bc7')
('wicket-1.5-RC7', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/AutoLabelTextResolver.java', 'WICKET-4102', 'e743fd7eed874ee68309611aaf8b3dc00ca01bc7')
('wicket-1.5-RC6', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/AutoLabelTextResolver.java', 'WICKET-4102', 'e743fd7eed874ee68309611aaf8b3dc00ca01bc7')
('wicket-1.4.14', 'wicket/src/main/java/org/apache/wicket/request/handler/render/WebPageRenderer.java', 'WICKET-3252', '401c5d53d8ac3f0f29044088025f2d5c6581f030')
('wicket-1.4.14', 'wicket/src/main/java/org/apache/wicket/util/tester/BaseWicketTester.java', 'WICKET-3252', '401c5d53d8ac3f0f29044088025f2d5c6581f030')
('wicket-6.0.0-beta2', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/NumberTextField.java', 'WICKET-4584', 'ed0cf1c25338d9ead43cd7676bd5fadb19b0ebc3')
('wicket-6.0.0-beta2', 'wicket-core/src/main/java/org/apache/wicket/validation/validator/AbstractRangeValidator.java', 'WICKET-4584', 'ed0cf1c25338d9ead43cd7676bd5fadb19b0ebc3')
('releasewicket-1.5.6', 'wicket-core/src/main/java/org/apache/wicket/markup/html/form/NumberTextField.java', 'WICKET-4584', 'ed0cf1c25338d9ead43cd7676bd5fadb19b0ebc3')
('wicket-1.4.14', 'wicket/src/main/java/org/apache/wicket/model/AbstractPropertyModel.java', 'WICKET-3253', '71b6e9058419c91999f5798f353c01f7aea84998')
